rdkit_library_standard_inchi_key,protein_name,Compound-protein pairs,Unique compound–Mu-type opioid receptor pairs:,% MOR compound-target-pairs,,rdkit_parent_structure_inchi_key,Unique_single_fragment_structures,,Column Names,Statistics Label,Statistics,Totals,,,,,,,
MJPWNKMIYANEBI-BKFWDETESA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
FIFGWJVFOUZNOK-DOUIHJSTSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
FLWWHSWOYMNWOW-RMRMZDFSSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
RZXBPKUMYOOQJP-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
HQTPTHGXKRXFCM-GISVDWGISA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
FLIIARILWXPYLW-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
XDOKLSJPKKDTBH-DHDCSXOGSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
QFDAUVVIFYUWPQ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
CCNCCGSRFQMVNQ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
VNNHFJLDOVXNOG-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
AJDLJFJVFRRIGJ-ASWDCKRBSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
IVVSBEQDCAZLFY-SFHVURJKSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
MFMBQOYXVBNXQJ-UVLAHWMYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
CXRSLAPJNNXWPN-PYRSVMMESA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
HQLZRENSDIGHBJ-YDOBTQPPSA-N,Nociceptin receptor,,,,,,,,,,,,,,,,,,
FHCPLXLTFFPFFI-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
HBESTCBHMTZDAB-YRNVUSSQSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
QPUIXDWUCDQBIH-DUELTEGESA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
OLAMPAYCRHDOSE-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
MQGTUTVPVSRRMH-BKFWDETESA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
LWLMBLHTIYZKCI-XQJPQCLXSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
AVRMWXNYFRZYKZ-ASCAXBQDSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
ZILSDCUVHKWQBO-OUOZDZGXSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
DEQAWHWNIMODBM-OHNGJRBESA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
ADBHUTUJXMNGTK-UADZTWIMSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
SEJUQQOPVAUETF-OYYNGEPBSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
QYHVPBIPLXLQGO-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
QKVFMAAIXZONRN-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
QXURFIGBRGWPQD-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
HSEQWGUPLOFKEC-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
WNEINSVFBXZUFH-FQEVSTJZSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
RPMGXDCRCWWCRY-SNVBAGLBSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
KDOQEEMQPHIANX-REWPJTCUSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
KHQLKMURGRQDRK-VOQZNFBZSA-N,Opioid receptor,,,,,,,,,,,,,,,,,,
BOXACENIBMHDHY-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
UFQKEDUATOWSAR-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
KJSFZUPGBASZMX-TWLOIDJHSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
HEUVRFNVTLGKMZ-SANMLTNESA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
AZAUGUXJCGJKDX-QORCZRPOSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ZDITZGRCUFFQRS-PHZGNYQRSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
RHHKCQJNFKDVRJ-YAUSZHDPSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
PKOSRNQVFKSRAL-NLWGTHIKSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
VOYPZWXOCAWFKB-ZJZGAYNASA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
NVGROBHDOYRPAN-RCDICMHDSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
AHXCBYOSLYNBGA-NZHOUOPXSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
NVGROBHDOYRPAN-RCDICMHDSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
IEMIUSHLJHUQOA-QZRIQWDPSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
RBWOAAFKCGKUGE-RFCMRFBMSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
YQXGFXQVFDBNAW-AKEJJZJZSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
HZSFPQYWNLRPTE-AKEJJZJZSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
AFSAFTCCDILSKS-AKEJJZJZSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
ZLTQSXAPKBXBCJ-PIIMJCKOSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
HKHLLRBNDGYEOA-AKEJJZJZSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
DIBOAEDLUWGCBT-PMOLBWCYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
YGDGBZQTGCWFHN-BGWNEDDSSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
BBOKUHUUNUYCGA-HHHXNRCGSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
RKKSQATZLHJSAR-HHHXNRCGSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
QUWPLISUQKXNEA-HHHXNRCGSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
XOVSUFKCZGEYRL-FRJZNQBJSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
LLPOLZWFYMWNKH-CMKMFDCUSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ZUAAACBIEWKSNS-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
QTQGYSVCGUESKY-LRVQYYJASA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
MWMHYNCBTDRUCG-GRGXKFILSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
UVDKKVMGQDSNHM-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
JUUXBSSXSLHJHP-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
LSINLLSZBVYZJF-BWTSREIZSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ACGXKOXXJWJWLJ-WUUXXMBLSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
BOHJKGADBUZLAU-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
SEJUQQOPVAUETF-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
GTWAXCUGFVQLLX-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
DPWVWCNYLHIEJF-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
RZVSTKSHOZDNJW-IRFCIJBXSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
PLYOHNHGRVMVDF-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
PUKKIOKZFIYPLH-PMACEKPBSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
FYZPVGUGRCYTCU-VXKWHMMOSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
REALJRMCVZWNGR-AKEJJZJZSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
DOJVFSFEATZSFP-AKEJJZJZSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
JMSHYBARLFGBPR-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
KLFVWQCQUXXLOU-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
SBCFKMYFTAVDHK-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
POYLWSSFHZPTMR-BDKRGJGYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
TYXSIXOYTBHZFA-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
LZRXHGWQNQWVCD-OOSCYNTBSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
JQNMPIPXXJPAFY-ATPOPXNDSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
ZBNOQOPCZCTTRY-QAZHLGDFSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
FIBLLLAUGKSSSB-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
LJASEOSQXCFWKQ-PMOLBWCYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
MRELYVBOPZEOHW-NUNAXRQHSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
QJGBVIDRASXRGH-UMMZYGFUSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
HAZPAMUWUHDPDA-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
AJNIPXNNPYMTDH-AMGIVPHBSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
JOLILRFQTWUIAW-MUAVYFROSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
ZKZMTIDHRGLEJP-RUYXUALKSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
DGGCMRLNBJCGGO-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
DISDWAOVQQELPK-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ONKPVKZKHPVZII-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
VDEHTGUHJFGNKC-SZJSPXDBSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
RCBIUPIEZLMOGF-HJQRSUJBSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
PVUAPWNVLXKZKG-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
GWYPEZNQLTXUTC-DOIPELPJSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
GCLZIZAMDQSQKO-IVGWJTKZSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
TTZUHMSWPUSRCD-SWNZWMJTSA-O,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
RACAYAPCAUMASR-GQOOHXPWSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
MDDVIPIKZRUPNM-PFQPMKHESA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
YWAUKNYPCVZKBR-ALCCZGGFSA-N,Nociceptin receptor,,,,,,,,,,,,,,,,,,
JLAKHOAQFJJFAS-SMHPFREUSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
AYNYOFBZPWQVCY-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
ANEULYGKZNTCEI-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
QNXKYHIJIMBHFB-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
KBJSXLBQQHWEOV-OYKKKHCWSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
YPVMVWFHOJLRSK-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
NAZQWSLLGZTINH-ZAOXFQOFSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
NRBUOGJEVXEQAN-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
XFYTYUXTEZXNGI-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
DRRWBCNQOKKKOL-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
WAYPCKDSUVRAAV-ZDHFQYEKSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
AHXCBYOSLYNBGA-NZHOUOPXSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
NVHFGYPLUMMTSX-GZIHESCCSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
SFPMPPAHFSFNNH-VMDGZTHMSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
HNNNBQRQVSWEOK-LMDOGRNLSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
ZZMKSPISXRSTPS-CPNJWEJPSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
SDNMVMVANFPUFO-TYKWCNGQSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
OFQJHTJHABTKNR-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
SGLNKRGDFVBCET-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
OYOSCGNGSBDVQJ-RUZGCFLTSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
DNGZBWVQLFNTRT-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
XHZAKZVOUFLKSH-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
FIQDKIGCYLDABG-PVCFEUPJSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
YGTGBEGYPKQUJU-BRJLIKDPSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
CWSCTHYWTZDSCP-JCNHLJMTSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
AEOSDPHCSPJLGL-AREMUKBSSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
XEFUCVUEFXVJSU-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ONHACLFIIHPLGZ-IQACEWDJSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
SMAJDUVPOGSLSQ-ANYBCVGMSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ZWUMOUUJWDZGBJ-VLCJKWTESA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
SJJBITAWEHKMNH-UHFFFAOYSA-N,Nociceptin receptor,,,,,,,,,,,,,,,,,,
JVYMSPPKDODTNF-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
APABSGRYLLJSEU-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
BKRMCDAOAQWNTG-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
SHDOWDKRLICSAH-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,,,,,,,,,,,,,,
ATLYLVPZNWDJBW-UEQSERJNSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
SWOQNCHQBXFFJZ-GYHUNEDQSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
NVHFGYPLUMMTSX-GZIHESCCSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
OWMNVGKGPYYXIE-FMQUCBEESA-N,Nociceptin receptor,,,,,,,,,,,,,,,,,,
RBFCZPNZEDDEBO-LILSDYQESA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
KIYDYGOHKONJMB-AERCQKQUSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ZAGLPCIXDGWMFY-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
HGYDUCGUYXZXRS-LDLYASANSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
HFAAVPMCEHPBJH-ZBYYUNFXSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
JESHQLKVJMUUDP-OLYNROPNSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
IBUUEIOFVTVLRF-PRFIPCBLSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
YZVYKVIOBHNZMX-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
OWUVDCOEBMKTTI-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
OHUYANWPIDTHBL-GLRSWSGFSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
WNXYQJTYRFWWBW-AKEJJZJZSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
HZWMXNCZDNFHCX-RFCMRFBMSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
VPVVWGVWXVITFE-YUZWYKEKSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
KBYIQQODUSXDFL-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
XAPACVFOMYVSSI-IXCJQBJRSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
KMESAVNRPDKZCQ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
LVRKAXGZXAYESI-JWCVBAGJSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
BKCGHJRJWFIQGY-ZNJNOCQWSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
RIFJSRCAHFYBAU-WNOCNRGZSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
BMNKMCWDTISXIT-YYPACGCWSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ITTKSQDJXLDVIA-DKZVUGQWSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
CUZMLGRZQOZVGB-DQOBCGMHSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
ATUUNJCZCOMUKD-OKILXGFUSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
YNFDIGJKJPNFFD-DLBZAZTESA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
UPWMUPDGXLYWQO-BWTSREIZSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
ZVRNXAPDJOYFDK-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
BJRRXLJCIAUKMM-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
MGGBJXRRTSWNMG-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
UIRWGVLTPPSGEN-NDBXHCKUSA-N,Mu-type opioid receptor (ZFOR2),,,,,,,,,,,,,,,,,,
WCEMFCFLRANOGP-LMHKMPGVSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
RMQQOKIFPGFENM-QZTJIDSGSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
YGROLQWQPPNSSD-BWRUTCSNSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
HATGEKWRCZEUHZ-DYIJDPQUSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
JBPPVWQXYIVZQG-VYJAJWGXSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
WIWDGMPIKFYHHB-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
KOAWAGCCRWSOLU-ZHSPEFCGSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
GYALLMOUGBOOBL-UHFFFAOYSA-N,Nociceptin receptor,,,,,,,,,,,,,,,,,,
JUCGAWOMRWADHE-GJXIALLLSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
MOXUCVTYWCTBQD-BMJBQGFASA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
LTBLKAZGCWAXOX-KDXIVRHGSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
JMSHYBARLFGBPR-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
PWSLNADMFIPTSL-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
QHMDHPZCUBBADD-REPLKXPHSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
KDRPLPCXUIBXLY-SWNZWMJTSA-O,Nociceptin receptor,,,,,,,,,,,,,,,,,,
IRLYJAUFNCIOEE-QAIWBCHJSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
RBFCZPNZEDDEBO-LILSDYQESA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
BDERJZADYUBBIL-MLKCUUANSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
NDTRDFOMRIWMBU-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
JCROKVWSGUVMAM-UHFFFAOYSA-N,Nociceptin receptor,,,,,,,,,,,,,,,,,,
ZPOAUFCILBOBJR-SVMMDPMYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
QGFMHKNZYUPZNZ-RBTNQOKQSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
GVSBGUZFIJPVRO-RBUKOAKNSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
GAKVDKTZWKVPDD-PISWEHOVSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
AUIFRJWXYUNPPV-JOCHJYFZSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
JPOHABWBLSGUJE-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
VOPLHLUFDWBHEC-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
KFKGRKGKOJKTPF-UHFFFAOYSA-N,Nociceptin receptor,,,,,,,,,,,,,,,,,,
VYEYXSZSUUINMA-UHFFFAOYSA-N,Nociceptin receptor,,,,,,,,,,,,,,,,,,
AJLLHPKYDCMVMR-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
NGEGLNLPWZDEEJ-SQEIEAQLSA-N,mu-type opioid receptor,,,,,,,,,,,,,,,,,,
WEGLOYDTDILXDA-OAHLLOKOSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
AUIFRJWXYUNPPV-QFIPXVFZSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
YQRPDABJJCVAGZ-ZBYYUNFXSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
MBRMOGQHSBUGKH-KFWDTITQSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
VAAPYECJHQQRAS-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
NDTRDFOMRIWMBU-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
QEKJYEIMQCTVHJ-CWBXHPNXSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
VRVJKILQRBSEAG-LFPIHBKWSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
HUOXIXBCBFNFKF-VOIUYBSRSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
OWAGGONYNCKXDC-PCXLCNFCSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
BITTYRNNBNMMOO-CTTUZFCVSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
AFKWCRVKGFPGQY-FXCIWXGGSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
ZRNYREMETRWDBS-ZDEQEGDKSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
RAJONVKVKIRPNJ-JKHIJQBDSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
NMDQQLIBCTWDCI-JKHIJQBDSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
VULGVKCVWMCHAV-GPOLMCQNSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
YQCVJBZPFAJZFJ-DVUQJCTJSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
DOCVUHRNSOKTFH-QXVHIOGHSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
OCQYSVXHJKZEAM-ZXDAUSHFSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
VDCMSAPMMOGVEM-IIKZURRYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
WATVUOQHRHGCSA-DNZYPPQASA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
DXZGRYLXICSYEN-WWOYOULDSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
USMPCAJBDFMAHQ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
RQICEOFZFLLOBQ-SJUVJREQSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
OPVJGIFHGWOMJP-WIDZDDMQSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
LORASJOAJFSHBR-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
MIFSERBMWGERMW-HGDBGWJHSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
RNBRMUYDOIRYOA-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
WJOUPUVSUGSQGN-XNCNPLRTSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
YCQVUICBLXERSU-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,,,,,,,,,,,,,,
CJSCRZQGMXCHFS-VHSSKADRSA-N,Mu-type opioid receptor,,,,,,,,,,,,,,,,,,
MPKRIKHNYMOGCP-KOGMSPGUSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
PSXMSQQPOKXZKC-JCNHLJMTSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
MXNCILVAKYTCFZ-LLWNGYSHSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
BKLJDIJJOOQUFG-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
XYNRRZYMRXNWDI-JCNHLJMTSA-N,Delta-type opioid receptor,,,,,,,,,,,,,,,,,,
